Shipping ID,Arrival Date,Arrival Filter,Buyer,Buyer's P.O Lines Confirmation,Cartons Per Shipment,Cartons Per Shipment (from Report),Comments,Commission Difference,Commission from Report,Commission payment ($/€),Commission Rate (%),Commission Rates,Completed Fields,Completion Percentage,Container number/ ID,Container Size,Currency for P.O,Days to destination,Delay in Ports,dev - Confirmation Received,dev - Order Status (Formula),Difference (Cartons/🚢 est vs actual),Difference (Estimated vs Arrived),Difference between order & Shipping,Difference Units/🚢 (est. vs actual),Differnce between Shipping & Invoice (ILS),Dry/ Reefer Container?,Est. Arrival in Next 14 days,Est. Arrival in Next 30 days,Est. Arrival in Next 7 days,Est. Arrival in past 14 days,Est. Arrival in past 30 days,Est. Arrival in past 7 days,First Created,Formula Shorba,Invoice ID,Invoice Status,Last Updated,Link to Invoices,Link to Project status,Linked Order line,Loading Start/Commercial invoice DATE,Lookup OL Statuses,Lookup Order Status,LookupTEMP,Open Comments,Order,Order line ID,Order Line Items,Order Lines SUM. Price,Order Status (No Needed),Payer,Percent Completed,Percentage arrived in shipment,Purchase order files (Orders),Requested delivery date,Shipment Number (Buyer Ref.),Shipment's Invoice.s SUM. $/€,Shipping company,Shipping documentation,Shipping Status,Supplier,Supplier's Invoice Number.s,Units Per Shipment,Units Per Shipment (from Report)
"110  - Order: 000217-SHF [115501],Ardo, Belgium",1/4/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,1887,,,,,736.2131999999999,3.00,"Ardo, Belgium  _ Shufersal",,,CAAU4027755,40 FT.,EUR,8,10,No,Supplied to Buyer,1887,,24540.44,,"24,540.440",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 17 Mar, 2025",,"20045, 110  - Order: 000217-SHF [115501],Ardo, Belgium",New,"By Success Management on 6 May, 2025","20045, 110  - Order: 000217-SHF [115501],Ardo, Belgium",,110,14/3/2025,Supplied to Buyer,Supplied to Buyer,"24,540.440",0,Order: 000217-SHF [115501],#1340,"110  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000217-SHF [115501]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115501.PDF,30/3/2025,,24540.44,,Billing Document - 9000030342.pdf,Delivered to Buyer,"Ardo, Belgium",9000030342,,
"100  - Order: 000406-SHF [115448],Ardo, Belgium",27/1/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,881.9928,3.00,"Ardo, Belgium  _ Shufersal",,,SEKU909708/7​,40 FT.,EUR,8,10,No,Supplied to Buyer,,,29399.76,,,Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 26 Jan, 2025",,,,"By Udi Stryk on 20 Feb, 2025",,,100,9/1/2025,Supplied to Buyer,Supplied to Buyer,,0,Order: 000406-SHF [115448],#1256,"100  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000406-SHF [115448]",,Supplied to Buyer,Buyer,0.64,"-,100.000%",order_115448 (1).PDF,9/2/2025,,29399.76,,set shufersal 115448-100 -so 124120.pdf,Delivered to Buyer,"Ardo, Belgium",9000027454,,
"100  - Order: 000314-SHF [115550],Ardo, Belgium",4/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,714.1998,3.00,"Ardo, Belgium  _ Shufersal",,,SEKU930677/8,40 FT.,EUR,8,10,No,Completed,,,23806.66,2070,"23,796.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,"20024, 100  - Order: 000314-SHF [115550],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20024, 100  - Order: 000314-SHF [115550],Ardo, Belgium",,100,14/2/2025,Supplied to Buyer,Completed,"23,796.000",0,Order: 000314-SHF [115550],#1310,"100  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000314-SHF [115550]",,Completed,Buyer,,"-,100.000%",הזמנת רכש 0000115550.PDF,23/2/2025,29800,23806.66,,"set Shufersal 115550-100 - so 144491.pdf, CO_print_92 2025 006062 so 144491.pdf",Delivered to Buyer,"Ardo, Belgium",9000029107,2070,
"100  - Order: 000217-SHF [115501],Ardo, Belgium",1/4/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,2070,,,,,714.1998,3.00,"Ardo, Belgium  _ Shufersal",,,SZLU921270/2,40 FT.,EUR,8,10,No,Supplied to Buyer,2070,,23806.66,,"23,796.720",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 24 Mar, 2025",,"20044, 100  - Order: 000217-SHF [115501],Ardo, Belgium",New,"By Success Management on 6 May, 2025","20044, 100  - Order: 000217-SHF [115501],Ardo, Belgium",,100,14/3/2025,Supplied to Buyer,Supplied to Buyer,"23,796.720",0,Order: 000217-SHF [115501],#1346,"100  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000217-SHF [115501]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115501.PDF,23/3/2025,29871,23806.66,,set Shufersal 115501-100 - so 124401.pdf,Delivered to Buyer,"Ardo, Belgium",9000030339,,
"90  - Order: 000406-SHF [115448],Ardo, Belgium",4/2/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,יצא חש' חיוב 10021,,,588.7908,3.00,"Ardo, Belgium  _ Shufersal",,,SEGU950416/7,40 FT.,EUR,8,10,No,Supplied to Buyer,,,19626.36,,"19,621.980",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 26 Jan, 2025",,"20004, 90  - Order: 000406-SHF [115448],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20004, 90  - Order: 000406-SHF [115448],Ardo, Belgium",,90,17/1/2025,Supplied to Buyer,Supplied to Buyer,"19,621.980",0,Order: 000406-SHF [115448],#1259,"90  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000406-SHF [115448]",,Supplied to Buyer,Buyer,0.64,"-,100.000%",order_115448 (1).PDF,2/2/2025,,19626.36,,"set Shufersal 115448-90 - so 124115-.pdf, CO_print_92 2025 001859.pdf",In Transit,"Ardo, Belgium",9000027844,,
"90  - Order: 000314-SHF [115550],Ardo, Belgium",10/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,697.8786,3.00,"Ardo, Belgium  _ Shufersal",,,SEGU 9504439,40 FT.,EUR,8,10,No,Completed,,,23262.62,2310,"23,257.080",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 2 Mar, 2025",,"20028, 90  - Order: 000314-SHF [115550],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20028, 90  - Order: 000314-SHF [115550],Ardo, Belgium",,90,20/2/2025,Supplied to Buyer,Completed,"23,257.080",0,Order: 000314-SHF [115550],#1328,"90  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000314-SHF [115550]",,Completed,Buyer,,"-,100.000%",הזמנת רכש 0000115550.PDF,23/2/2025,29822,23262.62,,"CO_print_92 2025 006831.pdf, set Shufersal 115550-90 - so 144490.pdf",Delivered to Buyer,"Ardo, Belgium",9000029408,2310,
"90  - Order: 000217-SHF [115501],Ardo, Belgium",10/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,יצא חש' חיוב 10060,,,881.9928,3.00,"Ardo, Belgium  _ Shufersal",,,SEGU 904683/0,40 FT.,EUR,8,10,No,Supplied to Buyer,,,29399.76,2340,"29,399.760",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 2 Mar, 2025",,"20027, 90  - Order: 000217-SHF [115501],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20027, 90  - Order: 000217-SHF [115501],Ardo, Belgium",,90,20/2/2025,Supplied to Buyer,Supplied to Buyer,"29,399.760",0,Order: 000217-SHF [115501],#1329,"90  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000217-SHF [115501]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115501.PDF,16/3/2025,29822,29399.76,,"set Shufersal 115501-90 - so 124397.pdf, CO_print_92 2025 006988 - so 124397.pdf",Delivered to Buyer,"Ardo, Belgium",9000029411,2340,
"80  - Order: 000406-SHF [115448],Ardo, Belgium",21/1/2025,,Shufersal,,,,,,,697.8786,3.00,"Ardo, Belgium  _ Shufersal",,,CAAU4028406,40 FT.,EUR,8,10,No,Supplied to Buyer,,,23262.62,,,Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 26 Jan, 2025",,,,"By Udi Stryk on 20 Feb, 2025",,,80,3/1/2025,Supplied to Buyer,Supplied to Buyer,,0,Order: 000406-SHF [115448],#1262,"80  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000406-SHF [115448]",,Supplied to Buyer,Buyer,0.64,"-,100.000%",order_115448 (1).PDF,26/1/2025,,23262.62,,"CO_print_92 2025 000929.pdf, set Shufersal 115448-80 - so 124112.pdf",Delivered to Buyer,"Ardo, Belgium",9000027240,,
"80  - Order: 000314-SHF [115550],Ardo, Belgium",10/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,737.3835,3.00,"Ardo, Belgium  _ Shufersal",,,CXRU 1317470,40 FT.,EUR,8,10,No,Completed,,,24579.45,1890,"24,579.450",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 2 Mar, 2025",,"20029, 80  - Order: 000314-SHF [115550],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20029, 80  - Order: 000314-SHF [115550],Ardo, Belgium",,80,20/2/2025,Supplied to Buyer,Completed,"24,579.450",0,Order: 000314-SHF [115550],#1327,"80  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000314-SHF [115550]",,Completed,Buyer,,"-,100.000%",הזמנת רכש 0000115550.PDF,23/2/2025,29822,24579.45,,"CO_print_92 2025 006836 - so 144489.pdf, set Shufersal 115550-80 - so 144489.pdf",Delivered to Buyer,"Ardo, Belgium",9000029401,1890,
"80  - Order: 000217-SHF [115501],Ardo, Belgium",11/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,יצא חש' חיוב 10059,,,642.2900999999999,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU 652865/5,40 FT.,EUR,8,10,No,Supplied to Buyer,,,21409.67,2126,"21,404.570",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 2 Mar, 2025",,"20026, 80  - Order: 000217-SHF [115501],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20026, 80  - Order: 000217-SHF [115501],Ardo, Belgium",,80,21/2/2025,Supplied to Buyer,Supplied to Buyer,"21,404.570",0,Order: 000217-SHF [115501],#1331,"80  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000217-SHF [115501]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115501.PDF,9/3/2025,29822,21409.67,,"CO_print_92 2025 007116.pdf, set shufersal 115501-80 - so 124394 --.pdf",Delivered to Buyer,"Ardo, Belgium",9000029444,2126,
"80  - Order: 000185-SHF [115337],Ardo, Belgium",24/10/2024,,Shufersal,"115337, 80",2100,2100,,,,676.7711999999999,3.00,"Ardo, Belgium  _ Shufersal",,,CXRU131836/8,40 FT.,EUR,10,10,Yes,Supplied to Buyer,0,,22559.04,0,"51,688.960",,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 29 Oct, 2024",,"SI246000193, 80  - Order: 000185-SHF [115337],Ardo, Belgium30  - Order: 000185-SHF [115337],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000193, 80  - Order: 000185-SHF [115337],Ardo, Belgium30  - Order: 000185-SHF [115337],Ardo, Belgium",,80,4/10/2024,Supplied to Buyer,Supplied to Buyer,"45,108.000",0,Order: 000185-SHF [115337],#852,"80  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000185-SHF [115337]",0.000,Supplied to Buyer,Buyer,1,"-,100.000%",order_115337.PDF,15/9/2024,29455,22559.04,Borchard Lines,set  Shufersal 115337-80.pdf,Delivered to Buyer,"Ardo, Belgium",9000023385,25200,25200
"70  - Order: 000406-SHF [115448],Ardo, Belgium",20/1/2025,,Shufersal,,2070,,יצא חש' 256000014,,,714.1998,3.00,"Ardo, Belgium  _ Shufersal",,,TTNU847551/0.,40 FT.,EUR,8,10,No,Supplied to Buyer,2070,,23806.66,2070,"24,927.480",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 16 Feb, 2025",,"SI256000014, 10  - Order: 000205-SHF [115457],Ardo, Belgium70  - Order: 000406-SHF [115448],Ardo, Belgium",New,"By Udi Stryk on 20 Feb, 2025","SI256000014, 10  - Order: 000205-SHF [115457],Ardo, Belgium70  - Order: 000406-SHF [115448],Ardo, Belgium",,70,2/1/2025,Supplied to Buyer,Supplied to Buyer,"24,927.480",0,Order: 000406-SHF [115448],#1295,"70  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000406-SHF [115448]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115448 (1).PDF,12/1/2025,,23806.66,,set Shufersal  115448-70 - so 124111.pdf,Delivered to Buyer,"Ardo, Belgium",9000027199,2070,
"70  - Order: 000314-SHF [115550],Ardo, Belgium",4/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,2340,,,,,881.9928,3.00,"Ardo, Belgium  _ Shufersal",,,SEGU922516/2,40 FT.,EUR,8,10,No,Completed,2340,,29399.76,,"29,399.000",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,"20025, 70  - Order: 000314-SHF [115550],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20025, 70  - Order: 000314-SHF [115550],Ardo, Belgium",,70,14/2/2025,Supplied to Buyer,Completed,"29,399.000",0,Order: 000314-SHF [115550],#1308,"70  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000314-SHF [115550]",,Completed,Buyer,,"-,100.000%",הזמנת רכש 0000115550.PDF,23/2/2025,,29399.76,,"CO_print_92 2025 006063 - so 144488.pdf, set 115550-70 - so 114488.pdf",Delivered to Buyer,"Ardo, Belgium",9000029109,,
"70  - Order: 000217-SHF [115501],Ardo, Belgium",4/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,714.1998,3.00,"Ardo, Belgium  _ Shufersal",,,SEGU922506/0,40 FT.,EUR,8,10,No,Supplied to Buyer,,,23806.66,2070,"23,796.720",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,"20022, 70  - Order: 000217-SHF [115501],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20022, 70  - Order: 000217-SHF [115501],Ardo, Belgium",,70,14/2/2025,Supplied to Buyer,Supplied to Buyer,"23,796.720",0,Order: 000217-SHF [115501],#1311,"70  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000217-SHF [115501]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115501.PDF,2/3/2025,29800,23806.66,,"set Shufersal 115501-70 - so 124392.pdf, CO_print_92 2025 006064 so 124392.pdf",Delivered to Buyer,"Ardo, Belgium",9000029110,2070,
"70  - Order: 000205-SHF [115457],Ardo, Belgium",18/12/2024,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,1860,1860,,,,725.679,3.00,"Ardo, Belgium  _ Shufersal",,,SZLU 921199/0,40 FT.,EUR,10,10,No,Completed,0,,24189.3,0,"69,785.580",,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 14 Dec, 2024",,"SI256000008, 70  - Order: 000205-SHF [115457],Ardo, Belgium",New,"By Udi Stryk on 20 Feb, 2025","SI256000008, 70  - Order: 000205-SHF [115457],Ardo, Belgium",,70,28/11/2024,Supplied to Buyer,Completed,"69,785.580",0,Order: 000205-SHF [115457],#899,"70  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000205-SHF [115457]",,Completed,Buyer,1,"-,100.000%",order num. 115457.pdf,29/12/2024,,24189.3,Borchard Lines,set Shufersal  115448-70 - so 124111.pdf,Delivered to Buyer,"Ardo, Belgium",9000025809,1860,1860
"70  - Order: 000185-SHF [115337],Ardo, Belgium",17/10/2024,,Shufersal,"115337, 70",1920,1920,,,,747.9177000000001,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU6456637,40 FT.,EUR,8,10,Yes,Supplied to Buyer,0,,24930.59,0,"28,538.360",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Udi Stryk on 31 Oct, 2024",,"SI246000160, 70  - Order: 000185-SHF [115337],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000160, 70  - Order: 000185-SHF [115337],Ardo, Belgium",,70,29/9/2024,Supplied to Buyer,Supplied to Buyer,"24,930.590",0,Order: 000185-SHF [115337],#874,"70  _   000033 - EXTRA FINE GREEN BEANS BH1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000185-SHF [115337]",0.000,Supplied to Buyer,Buyer,1,"-,100.000%",order_115337.PDF,8/9/2024,29445,24930.59,LUCY BORCHARD,"Delivery Note 26050074756_26241014397.pdf, Billing Document - 9000021852.pdf",Delivered to Buyer,"Ardo, Belgium",9000021852,28800,28800
"60  - Order: 000478-SHF [115490],Ardo, Belgium",27/5/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,2100,,,,,634.4352,3.00,"Ardo, Belgium  _ Shufersal",,,SEGU950378-8,40 FT.,EUR,8,10,No,Partially Shipped,2100,,21147.84,,,Dry,0.00,0.00,0.00,0.00,1,0.00,"By Success Management on 18 May, 2025",Last  days,,,"By SmartSuite Automation on 21 May, 2025",,,60,9/5/2025,Shipping Not Started,Partially Shipped,,0,Order: 000478-SHF [115490],#1375,"60  _   000035 - CUT GREEN BEANS BG4(800G) [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",,Partially Shipped,Buyer,,"-,100.000%",115490.pdf | order num. 115490.pdf,25/5/2025,,21147.84,,"CO_print_92 2025 016413 115490-60 so 176005.pdf, set shufersal 115490-60 - so 176005.pdf",In Transit,"Ardo, Belgium",9000032593,,
"60  - Order: 000463-SHF [115506],Ardo, Belgium",14/6/2025,,Shufersal,,,,,,,0.000,,,,,CXRU107436/4,40 FT.,EUR,8,10,No,Partially Shipped,,,23806.66,,,Dry,0.00,0.00,0.00,1,1,0.00,"By Success Management on 22 Jun, 2025",Last 2 Weeks,,,"By Success Management on 22 Jun, 2025",,,60,27/5/2025,Shipping Not Started,Partially Shipped,,0,Order: 000463-SHF [115506],#1393,"60  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000463-SHF [115506]",,Partially Shipped,,,"-,100.000%",order_115506 (2).PDF,22/6/2025,,23806.66,,"CO_print_92 2025 019068.pdf, set Shufersal 115506-60 - so 170669.pdf",In Transit,"Ardo, Belgium",9000033397,,
"60  - Order: 000406-SHF [115448],Ardo, Belgium",8/1/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,1890,,"יצא חש' 256000011
חש' לא עודכנה במערכת זו",,,609.0942,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU 652840/2,40 FT.,EUR,10,10,No,Supplied to Buyer,1890,,20303.14,18144,,Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By SmartSuite Automation on 29 Oct, 2024",,,,"By Udi Stryk on 20 Feb, 2025",,,60,19/12/2024,Supplied to Buyer,Supplied to Buyer,,0,Order: 000406-SHF [115448],#854,"60  _   000059 - REGUIAR GREEN BEANS BH3(800G) [Ardo, Belgium][Shufersal]  _  Order: 000406-SHF [115448]",,Supplied to Buyer,Buyer,0.91,"-,100.000%",order_115448 (1).PDF,5/1/2025,,20303.14,MSC,,Delivered to Buyer,"Ardo, Belgium",9000026822,18144,
"60  - Order: 000314-SHF [115550],Ardo, Belgium",9/3/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,,,,,,720.4205999999999,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU 645 659 7,40 FT.,EUR,14,10,No,Completed,,,24014.02,2340,"24,008.400",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 23 Feb, 2025",,"20023, 60  - Order: 000314-SHF [115550],Ardo, Belgium",New,"By Success Management on 24 Apr, 2025","20023, 60  - Order: 000314-SHF [115550],Ardo, Belgium",,60,13/2/2025,Supplied to Buyer,Completed,"24,008.400",0,Order: 000314-SHF [115550],#1309,"60  _   000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]  _  Order: 000314-SHF [115550]",,Completed,Buyer,,"-,100.000%",הזמנת רכש 0000115550.PDF,16/2/2025,29800,24014.02,,,Delivered to Buyer,"Ardo, Belgium",9000029059,2340,
"60  - Order: 000217-SHF [115501],Ardo, Belgium",6/1/2025,,Shufersal,,23,,"יצא חש' 256000011
להכניס למערכת ולקשר",,,714.1998,3.00,"Ardo, Belgium  _ Shufersal",,, SEKU930631/4​,40 FT.,EUR,8,10,No,Supplied to Buyer,23,,23806.66,2070,,Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 29 Jan, 2025",,,,"By Udi Stryk on 20 Feb, 2025",,,60,19/12/2024,Supplied to Buyer,Supplied to Buyer,,0,Order: 000217-SHF [115501],#1267,"60  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000217-SHF [115501]",,Supplied to Buyer,Buyer,,"-,100.000%",order_115501.PDF,5/1/2025,,23806.66,,"CO_print_92 2024 044892.pdf, set Shufersal 115501-60 - so 124389.pdf",Delivered to Buyer,"Ardo, Belgium",9000026826,2070,
"60  - Order: 000205-SHF [115457],Ardo, Belgium",16/12/2024,,Shufersal,,,,,,,600.4205999999999,3.00,"Ardo, Belgium  _ Shufersal",,,CAAU 400 027 1,40 FT.,EUR,14,10,No,Completed,,,20014.02,,"24,008.400",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Success Management on 10 Feb, 2025",,"SI256000003, 60  - Order: 000205-SHF [115457],Ardo, Belgium",New,"By Udi Stryk on 20 Feb, 2025","SI256000003, 60  - Order: 000205-SHF [115457],Ardo, Belgium",,60,22/11/2024,Supplied to Buyer,Completed,"24,008.400",0,Order: 000205-SHF [115457],#1287,"60  _   000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]  _  Order: 000205-SHF [115457]",,Completed,Buyer,,"-,100.000%",order num. 115457.pdf,22/12/2024,,20014.02,,set Shufersal 115457-60 - so 106317.pdf,Delivered to Buyer,"Ardo, Belgium",9000025533,,
"60  - Order: 000185-SHF [115337],Ardo, Belgium",6/7/2024,,Shufersal,,1170,1170,הופק חש' בפריורטי עבור כמה הזמנות יחד. לבדוק ממה ההפרש נובע,,,372.6258,3.00,"Ardo, Belgium  _ Shufersal",,,OTPU6457037,40 FT.,EUR,8,10,No,Supplied to Buyer,0,,12420.86,0,"169,629.140",Reefer,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 11 Jan, 2025",,"SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",Paid,"By Success Management on 25 Feb, 2025","SI246000161, 10  - Order: 000170-SHF [115368],Ardo, Belgium10  - Order: 000169-SHF [115338],Ardo, Belgium10  - Order: 000185-SHF [115337],Ardo, Belgium20  - Order: 000185-SHF [115337],Ardo, Belgium40  - Order: 000185-SHF [115337],Ardo, Belgium50  - Order: 000185-SHF [115337],Ardo, Belgium60  - Order: 000185-SHF [115337],Ardo, Belgium",,60,18/6/2024,Supplied to Buyer,Supplied to Buyer,"148,184.770",0,Order: 000185-SHF [115337],#952,"60  _   000054 - GREEN PEAS [Ardo, Belgium][Shufersal]  _  Order: 000185-SHF [115337]",0.000,Supplied to Buyer,Buyer,1,"-,100.000%",order_115337.PDF,1/9/2024,,12420.86,LUCY BORCHARD,93567.pdf,Delivered to Buyer,"Ardo, Belgium",,14040,14040
"50  - Order: 000478-SHF [115490],Ardo, Belgium",27/5/2025,"Next 7 days, Next 15 days, Next 30 days",Shufersal,,2339,,,,,720.1125,3.00,"Ardo, Belgium  _ Shufersal",,,SZLU 921 275 0,40 FT.,EUR,8,10,No,Partially Shipped,2339,,24003.75,,,Dry,0.00,0.00,0.00,0.00,1,0.00,"By Success Management on 18 May, 2025",Last  days,,,"By SmartSuite Automation on 21 May, 2025",,,50,9/5/2025,Shipping Not Started,Partially Shipped,,0,Order: 000478-SHF [115490],#1374,"50  _   000057 - MIX PEAS AND CARROT [Ardo, Belgium][Shufersal]  _  Order: 000478-SHF [115490]",,Partially Shipped,Buyer,,"-,100.000%",115490.pdf | order num. 115490.pdf,18/5/2025,,24003.75,,"CO_print_92 2025 016422 115490-50 so 176003.pdf, set shufersal 115490-50 - so 176003.pdf",In Transit,"Ardo, Belgium",9000032597,,
"50  - Order: 000463-SHF [115506],Ardo, Belgium",15/6/2025,,Shufersal,,,,,,,881.9928,3.00,"Ardo, Belgium  _ Shufersal",,,CXRU130680/8,40 FT.,EUR,8,10,No,Partially Shipped,,,29399.76,,,Dry,0.00,0.00,0.00,1,1,0.00,"By Success Management on 22 Jun, 2025",Last 2 Weeks,,,"By Success Management on 22 Jun, 2025",,,50,28/5/2025,Shipping Not Started,Partially Shipped,,0,Order: 000463-SHF [115506],#1392,"50  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000463-SHF [115506]",,Partially Shipped,Buyer,,"-,100.000%",order_115506 (2).PDF,22/6/2025,,29399.76,,"CO_print_92 2025 019069.pdf, set Shufersal 115506-50 - so 170667.pdf",In Transit,"Ardo, Belgium",9000033398,,
"50  - Order: 000420-SHF [114758],Ardo, Belgium",19/2/2024,,Shufersal,,2070,2070,,,,878.2020000000001,3.00,"Ardo, Belgium  _ Shufersal",,,ZCLU9940124,40 FT.,EUR,8,10,No,Completed,0,,29273.4,0,"4,048.120",Dry,0.00,0.00,0.00,0.00,0.00,0.00,"By Operation Manager on 12 Jan, 2025",,"SI246000014, 50  - Order: 000420-SHF [114758],Ardo, Belgium",Paid,"By Udi Stryk on 20 Feb, 2025","SI246000014, 50  - Order: 000420-SHF [114758],Ardo, Belgium",,50,1/2/2024,Supplied to Buyer,Completed,,0,Order: 000420-SHF [114758],#972,"50  _   000032 - EXTRA FINE GARDEN PEAS EK1(600G) [Ardo, Belgium][Shufersal]  _  Order: 000420-SHF [114758]",,Completed,Buyer,,"-,100.000%",order_114758.PDF,21/1/2024,,29273.4,Zim,set shufersal 114758-50.pdf,Delivered to Buyer,"Ardo, Belgium",9000011963,24840,24840
